"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X2ndFlrSF","LowQualFinSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","Functional","GarageFinish","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","have_Garage","Fireplaces_present","pool_present","FullBath_total","HalfBath_total"
76,180,"RM",21,1596,4,TRUE,"Inside",TRUE,"MeadowV","Norm","Twnhs","SLvl",4,5,1973,FALSE,"CemntBd","CmentBd","None",0,3,"CBlock",3,2,4,6,1,0,462,3,462,0,988,2,1,7,1,297,"Y",120,101,0,TRUE,"None",0,11,2009,TRUE,91000,TRUE,FALSE,FALSE,2,0
77,20,"RL",73.2538452890354,8475,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",4,7,1956,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,5,1,724,952,5,0,0,952,2,1,7,1,283,"Y",0,0,0,FALSE,"None",0,4,2008,TRUE,135750,TRUE,FALSE,FALSE,1,0
78,50,"RM",50,8635,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1.5Fin",5,5,2001,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,4,6,295,672,3,213,0,1285,2,1,6,1,240,"Y",0,0,0,TRUE,"None",0,1,2008,TRUE,127000,TRUE,FALSE,FALSE,2,0
79,90,"RL",72,10778,4,TRUE,"Inside",TRUE,"Sawyer","Norm","Duplex","1Story",4,5,1968,TRUE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,1,1,1768,1768,3,0,0,1768,4,2,7,0,0,"Y",0,0,0,FALSE,"None",0,4,2010,TRUE,136500,FALSE,FALSE,FALSE,2,0
80,50,"RM",60,10440,4,TRUE,"Corner",TRUE,"OldTown","Norm","1Fam","2Story",5,6,1981,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",2,2,1,1,1,440,440,4,548,0,1230,2,1,7,1,440,"Y",74,0,128,TRUE,"None",0,5,2009,TRUE,110000,TRUE,FALSE,FALSE,1,1
81,60,"RL",100,13000,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","2Story",6,6,1968,FALSE,"VinylSd","VinylSd","BrkFace",576,4,"CBlock",3,2,1,3,1,448,896,3,960,0,2142,4,1,7,3,509,"Y",0,72,0,FALSE,"None",0,6,2009,TRUE,193500,TRUE,TRUE,FALSE,2,1
82,120,"RM",32,4500,4,TRUE,"Other",TRUE,"Mitchel","Norm","TwnhsE","1Story",6,5,1998,TRUE,"VinylSd","VinylSd","BrkFace",443,4,"PConc",4,3,1,6,1,36,1237,5,0,0,1337,2,1,7,3,405,"Y",0,199,0,FALSE,"None",0,3,2006,TRUE,153500,TRUE,FALSE,FALSE,3,0
83,20,"RL",78,10206,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","1Story",8,5,2007,FALSE,"VinylSd","VinylSd","Stone",468,3,"PConc",3,2,1,6,1,1530,1563,5,0,0,1563,3,1,7,2,758,"Y",144,99,0,FALSE,"None",0,10,2008,TRUE,245000,TRUE,TRUE,FALSE,2,0
84,20,"RL",80,8892,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,5,1960,FALSE,"MetalSd","MetalSd","BrkCmn",66,3,"CBlock",2,2,1,1,1,1065,1065,4,0,0,1065,3,1,7,1,461,"Y",74,0,0,FALSE,"None",0,7,2007,TRUE,126500,TRUE,FALSE,FALSE,1,1
85,80,"RL",73.3081312494132,8530,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","SLvl",7,5,1996,FALSE,"HdBoard","HdBoard","BrkFace",22,3,"PConc",3,2,1,1,1,384,384,4,670,0,1474,3,1,7,3,400,"Y",120,72,0,FALSE,"Shed",700,5,2009,TRUE,168500,TRUE,TRUE,FALSE,2,1
86,60,"RL",121,16059,4,TRUE,"Corner",TRUE,"NoRidge","Norm","1Fam","2Story",8,5,1992,TRUE,"HdBoard","HdBoard","BrkFace",284,3,"CBlock",3,2,1,1,1,1288,1288,5,1116,0,2417,4,1,7,1,462,"Y",127,82,0,FALSE,"None",0,4,2006,TRUE,260000,TRUE,TRUE,FALSE,2,1
87,60,"RL",122,11911,2,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","2Story",6,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,1,1,684,684,5,876,0,1560,3,1,7,3,400,"Y",100,38,0,FALSE,"None",0,3,2009,TRUE,174000,TRUE,TRUE,FALSE,2,1
88,160,"FV",40,3951,4,TRUE,"Corner",TRUE,"Somerst","Norm","TwnhsE","2Story",6,5,2009,FALSE,"VinylSd","VinylSd","Stone",76,3,"PConc",3,2,3,1,1,612,612,5,612,0,1224,2,1,7,2,528,"Y",0,234,0,FALSE,"None",0,6,2009,FALSE,164500,TRUE,FALSE,FALSE,2,1
89,50,"C (all)",105,8470,3,TRUE,"Corner",TRUE,"IDOTRR","Feedr","1Fam","1.5Fin",3,2,1982,TRUE,"Plywood","Plywood","None",0,2,"CBlock",2,1,1,1,1,1013,1013,3,0,513,1526,2,1,7,0,0,"N",0,0,156,TRUE,"None",0,10,2009,FALSE,85000,FALSE,FALSE,FALSE,1,0
90,20,"RL",60,8070,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",4,5,1995,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,402,990,5,0,0,990,3,1,7,0,0,"Y",0,0,0,FALSE,"None",0,8,2007,TRUE,123600,FALSE,FALSE,FALSE,2,0
91,20,"RL",60,7200,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",4,5,1950,FALSE,"BrkFace","Wd Sdng","None",0,3,"Other",0,0,0,0,0,0,0,3,0,0,1040,2,1,7,1,420,"Y",0,29,0,FALSE,"None",0,7,2006,TRUE,109900,TRUE,FALSE,FALSE,1,0
92,20,"RL",85,8500,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,3,1961,TRUE,"HdBoard","HdBoard","BrkCmn",203,3,"CBlock",2,2,1,3,1,635,1235,3,0,0,1235,2,1,7,1,480,"Y",0,0,0,TRUE,"None",0,12,2006,FALSE,98600,TRUE,FALSE,FALSE,1,0
93,30,"RL",80,13360,3,FALSE,"Inside",TRUE,"Crawfor","Norm","1Fam","1Story",5,7,2006,FALSE,"Wd Sdng","Wd Sdng","None",0,4,"Other",3,2,1,5,1,163,876,5,0,0,964,2,1,7,1,432,"Y",0,0,44,FALSE,"None",0,8,2009,TRUE,163500,TRUE,FALSE,FALSE,2,0
94,190,"C (all)",60,7200,4,TRUE,"Corner",TRUE,"OldTown","Norm","2fmCon","2.5Unf",6,6,1998,TRUE,"MetalSd","MetalSd","None",0,3,"Other",2,1,2,3,1,168,1214,5,1031,0,2291,4,2,7,1,506,"Y",0,0,0,FALSE,"None",0,11,2007,TRUE,133900,TRUE,TRUE,FALSE,2,1
95,60,"RL",69,9337,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",6,5,1997,FALSE,"VinylSd","VinylSd","None",0,4,"PConc",3,2,1,6,1,176,824,5,881,0,1786,3,1,7,2,684,"Y",0,162,0,FALSE,"None",0,5,2007,TRUE,204750,TRUE,FALSE,FALSE,3,1
96,60,"RL",74.1441362382211,9765,2,TRUE,"Corner",TRUE,"Gilbert","Norm","1Fam","2Story",6,8,1993,FALSE,"VinylSd","VinylSd","BrkFace",68,4,"PConc",3,3,1,5,1,370,680,4,790,0,1470,3,1,7,3,420,"Y",232,63,0,FALSE,"Shed",480,4,2009,TRUE,185000,TRUE,TRUE,FALSE,2,1
97,20,"RL",78,10264,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,1999,FALSE,"VinylSd","VinylSd","BrkFace",183,3,"PConc",3,2,3,5,1,426,1588,5,0,0,1588,3,1,7,2,472,"Y",158,29,0,FALSE,"None",0,8,2006,TRUE,214000,TRUE,FALSE,FALSE,2,0
98,20,"RL",73,10921,4,FALSE,"Inside",TRUE,"Edwards","Norm","1Fam","1Story",4,5,1965,TRUE,"HdBoard","HdBoard","BrkFace",48,3,"CBlock",2,2,1,3,1,440,960,3,0,0,960,3,1,7,3,432,"P",120,0,0,FALSE,"None",0,5,2007,TRUE,94750,TRUE,FALSE,FALSE,2,0
99,30,"RL",85,10625,4,TRUE,"Corner",TRUE,"Edwards","Norm","1Fam","1Story",5,5,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",2,2,1,5,1,350,458,2,0,0,835,2,1,7,1,366,"Y",0,0,77,FALSE,"Shed",400,5,2010,FALSE,83000,TRUE,FALSE,FALSE,1,0
100,20,"RL",77,9320,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",4,5,1959,FALSE,"Plywood","Plywood","None",0,3,"CBlock",2,2,1,5,1,381,950,2,0,0,1225,3,1,7,0,0,"Y",352,0,0,FALSE,"Shed",400,1,2010,TRUE,128950,FALSE,FALSE,FALSE,2,1
101,20,"RL",75.3542184469262,10603,3,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",6,7,2001,FALSE,"Plywood","Plywood","BrkFace",28,3,"PConc",2,2,2,5,1,410,1610,4,0,0,1610,3,1,7,2,480,"Y",168,68,0,FALSE,"None",0,2,2010,TRUE,205000,TRUE,TRUE,FALSE,3,0
102,60,"RL",77,9206,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","2Story",6,5,1985,FALSE,"HdBoard","HdBoard","BrkFace",336,3,"CBlock",3,2,1,1,1,741,741,3,755,0,1732,3,1,7,3,476,"Y",192,46,0,FALSE,"None",0,6,2010,TRUE,178000,TRUE,TRUE,FALSE,2,1
103,90,"RL",64,7018,4,FALSE,"Inside",TRUE,"SawyerW","Norm","Duplex","1Story",5,5,1979,FALSE,"HdBoard","HdBoard","None",0,2,"Other",0,0,0,0,0,0,0,3,0,0,1535,4,2,7,1,410,"Y",0,0,0,FALSE,"None",0,6,2009,FALSE,118964,TRUE,FALSE,FALSE,2,0
104,20,"RL",94,10402,3,TRUE,"Corner",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2009,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,1226,1226,5,0,0,1226,3,1,7,2,740,"Y",0,36,0,FALSE,"None",0,5,2010,TRUE,198900,TRUE,FALSE,FALSE,2,0
105,50,"RM",62.4643006839461,7758,4,TRUE,"Corner",TRUE,"IDOTRR","Norm","1Fam","1.5Fin",7,4,1950,FALSE,"Stucco","Stucco","BrkFace",600,2,"PConc",2,2,1,2,1,816,1040,5,592,0,1818,4,1,7,1,240,"Y",0,0,0,FALSE,"None",0,6,2007,TRUE,169500,TRUE,TRUE,FALSE,1,1
106,60,"FV",75,9375,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",8,5,2004,TRUE,"VinylSd","VinylSd","BrkFace",768,3,"PConc",4,2,1,1,1,1053,1053,5,939,0,1992,3,1,7,2,648,"Y",140,45,0,FALSE,"None",0,8,2008,TRUE,250000,TRUE,TRUE,FALSE,2,1
107,30,"RM",60,10800,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","1Story",4,7,1995,TRUE,"VinylSd","VinylSd","None",0,3,"Other",1,2,1,1,1,641,641,4,0,0,1047,2,1,7,1,273,"N",0,0,0,FALSE,"Shed",450,8,2007,TRUE,100000,TRUE,FALSE,FALSE,1,0
108,20,"RM",50,6000,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","1Story",5,5,1950,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,5,4,516,789,5,0,0,789,2,1,7,1,250,"Y",0,0,0,FALSE,"None",0,4,2008,FALSE,115000,TRUE,FALSE,FALSE,1,0
109,50,"RM",85,8500,4,TRUE,"Corner",TRUE,"IDOTRR","Artery","1Fam","1.5Fin",5,7,2005,FALSE,"CemntBd","CmentBd","None",0,3,"CBlock",2,2,1,1,1,793,793,3,520,0,1517,3,1,7,0,0,"N",0,0,144,FALSE,"None",0,8,2007,TRUE,115000,FALSE,FALSE,FALSE,2,0
110,20,"RL",105,11751,3,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",6,6,1977,TRUE,"Plywood","Plywood","BrkFace",480,3,"CBlock",3,2,1,4,1,1139,1844,5,0,0,1844,3,1,7,2,546,"Y",0,122,0,TRUE,"None",0,1,2010,TRUE,190000,TRUE,TRUE,FALSE,2,0
111,50,"RL",75,9525,4,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1.5Fin",6,4,1972,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,1,1,3,1,550,994,4,639,0,1855,4,1,7,1,325,"Y",182,0,0,FALSE,"None",0,10,2006,TRUE,136900,TRUE,FALSE,FALSE,2,0
112,80,"RL",72.5382576295096,7750,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","SLvl",7,5,2000,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,134,384,5,656,0,1430,3,1,7,3,400,"Y",180,0,0,FALSE,"None",0,4,2010,TRUE,180000,TRUE,TRUE,FALSE,2,1
113,60,"RL",77,9965,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",7,5,2007,FALSE,"VinylSd","VinylSd","Stone",220,3,"PConc",4,2,3,6,1,280,1264,5,1414,0,2696,4,1,7,3,792,"Y",120,184,0,FALSE,"None",0,10,2007,FALSE,383970,TRUE,TRUE,FALSE,3,1
114,20,"RL",118.247785720256,21000,4,FALSE,"Corner",TRUE,"Crawfor","Norm","1Fam","1Story",6,5,1953,TRUE,"Wd Sdng","Wd Sdng","BrkFace",184,4,"CBlock",3,2,2,5,3,905,1809,3,0,0,2259,3,1,7,1,450,"Y",166,120,192,TRUE,"None",0,10,2007,FALSE,217000,TRUE,TRUE,FALSE,3,0
115,70,"RL",61,7259,3,TRUE,"Inside",FALSE,"Crawfor","Norm","1Fam","2Story",6,8,2002,TRUE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,5,2,104,1028,5,884,0,2320,3,1,7,1,180,"Y",224,0,0,TRUE,"None",0,7,2007,TRUE,259500,TRUE,TRUE,FALSE,3,1
116,160,"FV",34,3230,4,TRUE,"Corner",TRUE,"Somerst","Norm","TwnhsE","2Story",6,5,1999,FALSE,"MetalSd","MetalSd","BrkFace",1129,3,"PConc",3,2,1,6,1,310,729,4,729,0,1458,2,1,7,1,440,"Y",0,32,0,FALSE,"None",0,6,2007,TRUE,176000,TRUE,TRUE,FALSE,2,1
117,20,"RL",78.7165801938453,11616,4,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,5,1962,FALSE,"Wd Sdng","Wd Sdng","BrkFace",116,3,"CBlock",2,2,1,2,4,252,1092,3,0,0,1092,3,1,7,1,288,"Y",0,20,144,FALSE,"None",0,9,2009,TRUE,139000,TRUE,TRUE,FALSE,1,1
118,20,"RL",74,8536,4,TRUE,"Corner",TRUE,"Edwards","Norm","1Fam","1Story",5,5,2007,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,1125,1125,4,0,0,1125,2,1,7,1,430,"Y",80,64,0,FALSE,"None",0,4,2007,FALSE,155000,TRUE,FALSE,FALSE,1,1
119,60,"RL",90,12376,4,TRUE,"Corner",TRUE,"SawyerW","Norm","1Fam","2Story",7,5,1990,TRUE,"Plywood","Plywood","None",0,3,"PConc",3,2,2,6,1,203,1673,4,1523,0,3222,5,1,7,1,594,"Y",367,0,0,FALSE,"None",0,5,2010,TRUE,320000,TRUE,TRUE,FALSE,4,0
120,60,"RL",65,8461,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",6,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,728,728,5,728,0,1456,3,1,7,3,390,"Y",0,24,0,FALSE,"None",0,7,2006,FALSE,163990,TRUE,TRUE,FALSE,2,1
121,80,"RL",86.0633579032774,21453,3,FALSE,"Other",FALSE,"ClearCr","Norm","1Fam","SLvl",6,5,1969,TRUE,"Plywood","Plywood","None",0,3,"CBlock",2,2,4,5,1,0,938,5,0,0,988,1,1,7,1,540,"Y",0,130,0,FALSE,"None",0,10,2006,TRUE,180000,TRUE,TRUE,FALSE,2,0
122,50,"RM",50,6060,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","1Fam","1.5Fin",4,5,1950,FALSE,"AsbShng","AsbShng","None",0,3,"PConc",2,2,1,1,1,732,732,4,351,0,1123,3,1,7,1,264,"P",0,0,140,TRUE,"None",0,6,2007,TRUE,100000,TRUE,FALSE,FALSE,1,0
123,20,"RL",75,9464,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",6,7,1958,TRUE,"MetalSd","MetalSd","BrkFace",135,4,"CBlock",2,2,1,4,1,510,1080,4,0,0,1080,3,1,7,1,288,"Y",0,0,0,FALSE,"None",0,6,2008,TRUE,136000,TRUE,FALSE,FALSE,1,0
124,120,"RL",55,7892,4,TRUE,"Inside",TRUE,"SawyerW","Norm","TwnhsE","1Story",6,5,1993,FALSE,"Plywood","Plywood","None",0,3,"PConc",3,2,1,6,1,899,1199,5,0,0,1199,2,1,7,2,530,"Y",0,63,0,FALSE,"None",0,3,2008,TRUE,153900,TRUE,FALSE,FALSE,2,0
125,20,"RL",48,17043,3,TRUE,"Other",TRUE,"NWAmes","Norm","1Fam","1Story",6,5,1998,FALSE,"HdBoard","HdBoard","None",0,4,"CBlock",3,1,1,1,1,1362,1362,3,0,0,1586,3,1,7,1,435,"Y",192,0,0,FALSE,"None",0,1,2009,TRUE,181000,TRUE,TRUE,FALSE,2,0
126,190,"RM",60,6780,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","2fmCon","1.5Fin",6,8,1982,FALSE,"Wd Sdng","Wd Sdng","None",0,2,"CBlock",2,2,3,6,1,30,520,4,0,234,754,2,1,7,0,0,"N",53,0,0,FALSE,"None",0,6,2006,TRUE,84500,FALSE,FALSE,FALSE,2,0
127,120,"RL",69.7528943533968,4928,3,TRUE,"Inside",TRUE,"NPkVill","Norm","TwnhsE","1Story",6,5,1976,FALSE,"Plywood","Plywood","None",0,3,"CBlock",3,2,1,5,1,958,1078,3,0,0,958,2,1,7,2,440,"Y",0,205,0,FALSE,"None",0,2,2007,TRUE,128000,TRUE,TRUE,FALSE,2,0
128,45,"RM",55,4388,3,FALSE,"Inside",TRUE,"OldTown","Feedr","1Fam","1.5Unf",5,7,1950,FALSE,"WdShing","Wd Sdng","None",0,4,"Other",2,2,1,2,1,556,672,5,0,0,840,3,1,7,0,0,"N",0,0,0,FALSE,"None",0,6,2007,TRUE,87000,FALSE,TRUE,FALSE,1,0
129,60,"RL",69,7590,4,TRUE,"Inside",TRUE,"NAmes","PosN","1Fam","2Story",6,5,1966,FALSE,"VinylSd","VinylSd","BrkFace",266,3,"CBlock",2,2,1,4,1,148,660,3,688,0,1348,3,1,7,2,453,"Y",188,108,0,FALSE,"None",0,7,2006,TRUE,155000,TRUE,TRUE,FALSE,1,1
130,20,"RL",69,8973,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,7,1991,FALSE,"Plywood","Plywood","BrkFace",85,3,"CBlock",2,2,1,3,4,413,1008,3,0,0,1053,3,1,7,2,750,"Y",0,80,0,TRUE,"None",0,7,2006,FALSE,150000,TRUE,FALSE,FALSE,1,2
131,60,"RL",88,14200,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","2Story",7,6,1966,FALSE,"MetalSd","MetalSd","BrkFace",309,3,"CBlock",2,2,1,3,1,479,924,5,941,0,2157,4,1,7,3,487,"Y",105,66,0,TRUE,"None",0,5,2006,TRUE,226000,TRUE,TRUE,FALSE,2,1
132,60,"RL",76.9541737518797,12224,3,TRUE,"Corner",TRUE,"Gilbert","Norm","1Fam","2Story",6,5,2000,FALSE,"VinylSd","VinylSd","BrkFace",40,3,"PConc",3,2,1,6,1,297,992,5,1032,0,2054,3,1,7,2,390,"Y",24,48,0,FALSE,"None",0,7,2009,TRUE,244000,TRUE,TRUE,FALSE,3,1
133,20,"RL",75,7388,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",5,6,2002,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,1,3,1,658,1063,4,0,0,1327,3,1,7,1,624,"Y",0,0,0,FALSE,"None",0,7,2007,TRUE,150750,TRUE,FALSE,FALSE,2,0
134,20,"RL",71.6529029666204,6853,3,TRUE,"Inside",TRUE,"Timber","Norm","1Fam","1Story",8,5,2002,FALSE,"VinylSd","VinylSd","BrkFace",136,3,"PConc",4,2,1,6,1,262,1267,5,0,0,1296,2,1,7,3,471,"Y",192,25,0,FALSE,"None",0,6,2009,TRUE,220000,TRUE,FALSE,FALSE,3,0
135,20,"RL",78,10335,3,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,6,1993,FALSE,"Plywood","Plywood","None",0,3,"CBlock",2,2,1,3,1,891,1461,4,0,0,1721,3,1,6,2,440,"Y",0,96,180,TRUE,"None",0,7,2006,TRUE,180000,TRUE,TRUE,FALSE,2,1
136,20,"RL",80,10400,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",7,6,1970,TRUE,"Plywood","Plywood","BrkFace",288,3,"PConc",2,2,1,1,1,1304,1304,4,0,0,1682,3,1,7,1,530,"Y",98,0,0,TRUE,"None",0,5,2008,TRUE,174000,TRUE,TRUE,FALSE,2,0
137,20,"RL",75.1094381164953,10355,3,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",5,5,1967,FALSE,"MetalSd","MetalSd","BrkFace",196,3,"CBlock",2,2,1,4,1,519,1214,3,0,0,1214,3,1,7,2,318,"Y",0,111,0,FALSE,"None",0,7,2007,TRUE,143000,TRUE,TRUE,FALSE,2,0
138,90,"RL",82,11070,4,TRUE,"Inside",TRUE,"Mitchel","Norm","Duplex","1Story",7,5,1989,FALSE,"VinylSd","VinylSd","BrkFace",70,3,"CBlock",2,2,1,1,1,1907,1907,4,0,0,1959,5,2,7,1,766,"Y",0,0,0,FALSE,"None",0,7,2006,FALSE,171000,TRUE,FALSE,FALSE,3,0
139,60,"RL",73,9066,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",8,5,2000,FALSE,"VinylSd","VinylSd","BrkFace",320,3,"PConc",3,2,2,6,1,336,1004,5,848,0,1852,3,1,7,3,660,"Y",224,106,0,TRUE,"None",0,12,2008,TRUE,230000,TRUE,TRUE,FALSE,2,1
140,60,"RL",65,15426,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",6,5,1997,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,107,928,5,836,0,1764,3,1,7,2,470,"Y",276,99,0,TRUE,"None",0,8,2009,TRUE,231500,TRUE,FALSE,FALSE,3,1
141,20,"RL",70,10500,4,TRUE,"Other",TRUE,"NAmes","Norm","1Fam","1Story",4,5,1971,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,5,1,432,864,3,0,0,864,3,1,7,0,0,"Y",0,0,0,FALSE,"None",0,4,2010,TRUE,115000,FALSE,TRUE,FALSE,1,0
142,20,"RL",78,11645,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,6,1,434,1734,5,0,0,1734,3,1,7,3,660,"Y",160,24,0,FALSE,"None",0,1,2006,TRUE,260000,TRUE,FALSE,FALSE,3,0
143,50,"RL",71,8520,4,TRUE,"Corner",TRUE,"NAmes","Artery","1Fam","1.5Fin",5,4,1952,FALSE,"BrkFace","Wd Sdng","None",0,2,"CBlock",2,2,1,3,1,403,910,2,475,0,1385,4,1,7,1,720,"Y",0,0,0,TRUE,"None",0,6,2010,TRUE,166000,TRUE,FALSE,FALSE,2,0
144,20,"RL",78,10335,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,1999,FALSE,"VinylSd","VinylSd","BrkFace",183,3,"PConc",3,2,4,6,1,811,1490,5,0,0,1501,3,1,7,2,577,"Y",144,29,0,FALSE,"None",0,6,2009,TRUE,204000,TRUE,FALSE,FALSE,3,0
145,90,"RM",70,9100,4,TRUE,"Inside",TRUE,"Sawyer","NR","Duplex","1Story",5,5,1963,FALSE,"HdBoard","HdBoard","BrkFace",336,3,"CBlock",2,2,1,3,1,396,1728,3,0,0,1728,6,2,7,1,504,"Y",0,0,0,FALSE,"None",0,11,2006,FALSE,125000,TRUE,FALSE,FALSE,3,0
146,160,"RM",24,2522,4,TRUE,"Inside",TRUE,"Edwards","Norm","Twnhs","2Story",6,5,2006,FALSE,"VinylSd","VinylSd","Stone",50,3,"PConc",3,2,1,1,1,970,970,5,739,0,1709,3,1,3,1,380,"Y",0,40,0,FALSE,"None",0,4,2006,TRUE,130000,TRUE,FALSE,FALSE,2,0
147,30,"RM",51,6120,4,TRUE,"Corner",TRUE,"BrkSide","Norm","1Fam","1Story",5,7,1993,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",2,2,1,4,1,506,715,3,0,0,875,2,1,7,1,180,"Y",48,0,0,FALSE,"None",0,11,2009,TRUE,105000,TRUE,FALSE,FALSE,2,0
148,60,"RL",74.2704732742927,9505,3,TRUE,"Other",TRUE,"Gilbert","Norm","1Fam","2Story",7,5,2001,FALSE,"VinylSd","VinylSd","BrkFace",180,3,"PConc",3,2,1,1,1,884,884,5,1151,0,2035,3,1,7,3,434,"Y",144,48,0,FALSE,"None",0,5,2010,TRUE,222500,TRUE,TRUE,FALSE,2,1
149,20,"RL",63,7500,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","1Story",7,5,2005,FALSE,"VinylSd","VinylSd","BrkFace",120,3,"PConc",3,2,1,6,1,400,1080,5,0,0,1080,3,1,7,0,0,"Y",0,0,0,FALSE,"None",0,4,2008,TRUE,141000,FALSE,FALSE,FALSE,2,0
150,50,"RM",56.0695468487913,6240,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1.5Fin",5,4,1950,FALSE,"MetalSd","MetalSd","None",0,3,"Other",3,2,1,1,1,896,896,4,448,0,1344,3,1,7,1,240,"Y",200,114,0,FALSE,"None",0,4,2006,TRUE,115000,TRUE,FALSE,FALSE,1,0
151,20,"RL",120,10356,4,TRUE,"Corner",TRUE,"CollgCr","Norm","1Fam","1Story",5,6,1975,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,3,4,1,253,969,3,0,0,969,3,1,7,1,440,"Y",0,0,0,TRUE,"None",0,1,2007,TRUE,122000,TRUE,FALSE,FALSE,1,1
152,20,"RL",107,13891,4,TRUE,"Inside",TRUE,"NridgHt","Norm","1Fam","1Story",8,5,2008,TRUE,"VinylSd","VinylSd","Stone",436,3,"PConc",4,2,4,6,1,310,1710,5,0,0,1710,2,1,7,2,866,"Y",0,102,0,FALSE,"None",0,1,2008,FALSE,372402,TRUE,TRUE,FALSE,3,0
